year;gender;study_level;major;ai_usage_frequency;primary_ai_use;academic_integrity_training;study_hours_week;ai_hours_week;attendance_rate;assignment_completion_rate;exam_score;gpa
2023;female;undergraduate;social sciences;rarely;studying/flashcards;no;21.2;0.1;87.0;91.9;99.0;4.0
2023;female;undergraduate;engineering;daily;research/reading;yes;23.7;8.1;92.0;90.6;98.3;4.0
2023;female;undergraduate;social sciences;daily;studying/flashcards;yes;15.8;4.7;89.1;86.8;84.0;3.81
2023;male;undergraduate;computer science;weekly;other;yes;27.3;4.6;83.8;91.1;89.9;3.84
2024;female;undergraduate;computer science;weekly;writing support;no;12.4;6.6;82.7;73.0;67.6;3.28
2023;male;undergraduate;business;daily;research/reading;no;27.4;7.4;93.5;96.3;88.6;4.0
2023;female;undergraduate;computer science;weekly;coding help;yes;15.2;7.2;82.5;83.0;79.4;3.53
2024;male;undergraduate;engineering;daily;writing support;no;18.4;6.7;81.3;72.0;72.7;3.41
2025;male;undergraduate;business;weekly;writing support;no;16.9;5.5;80.5;90.8;82.9;3.82
2025;female;undergraduate;social sciences;daily;research/reading;no;5.3;7.0;83.1;83.7;65.2;3.4
2024;male;undergraduate;engineering;weekly;concept explanation;yes;26.2;3.9;87.0;85.6;100.0;4.0
2025;male;masters;engineering;daily;studying/flashcards;yes;18.1;5.8;87.5;87.4;90.2;4.0
2023;female;undergraduate;engineering;rarely;concept explanation;yes;11.4;5.9;94.1;96.2;88.3;3.58
2024;female;undergraduate;business;never;coding help;yes;26.4;3.8;90.0;90.7;100.0;4.0
2023;nonbinary/other;undergraduate;arts humanities;weekly;concept explanation;no;18.5;5.3;92.3;89.7;97.4;3.83
2025;female;undergraduate;engineering;never;writing support;yes;13.5;3.5;89.2;86.4;82.1;3.56
2025;male;undergraduate;business;weekly;coding help;yes;20.0;4.5;89.6;89.2;87.3;3.86
2023;female;undergraduate;business;daily;writing support;yes;22.6;8.7;84.3;72.5;91.4;3.94
2024;female;undergraduate;computer science;daily;writing support;yes;5.1;7.1;83.5;68.8;72.4;3.22
2023;female;masters;computer science;daily;studying/flashcards;no;26.2;5.4;79.3;76.2;100.0;3.92
2025;male;undergraduate;social sciences;weekly;concept explanation;yes;22.6;1.7;86.2;84.8;99.9;4.0
2024;female;undergraduate;health sciences;rarely;writing support;yes;13.5;2.0;94.7;92.9;81.9;3.87
2025;male;undergraduate;engineering;weekly;writing support;yes;12.1;5.1;85.4;70.4;77.3;3.31
2024;male;masters;education;rarely;writing support;yes;24.6;0.3;100.0;99.9;99.4;4.0
2025;male;undergraduate;business;daily;concept explanation;no;13.3;5.9;90.6;76.9;100.0;3.88
2023;female;undergraduate;engineering;weekly;coding help;no;12.9;3.7;78.3;80.0;58.5;3.74
2024;male;undergraduate;business;daily;coding help;yes;23.9;5.1;89.7;100.0;100.0;4.0
2023;male;undergraduate;social sciences;weekly;writing support;no;13.5;3.7;90.1;78.0;71.9;3.27
2024;female;undergraduate;computer science;weekly;writing support;yes;21.4;5.9;85.2;78.7;85.9;3.79
2024;male;undergraduate;engineering;weekly;concept explanation;no;27.0;1.6;80.6;100.0;94.9;4.0
2025;male;undergraduate;computer science;daily;concept explanation;no;19.5;5.2;76.0;73.0;82.8;3.58
2024;male;undergraduate;business;weekly;writing support;yes;18.1;4.5;84.3;84.0;81.7;3.7
2023;female;undergraduate;engineering;daily;writing support;yes;23.9;6.5;81.5;85.1;96.5;4.0
2025;female;undergraduate;social sciences;weekly;writing support;yes;12.3;1.2;91.0;85.7;80.1;3.73
2024;female;undergraduate;engineering;never;other;yes;9.3;1.4;81.8;78.4;77.6;3.67
2024;female;undergraduate;engineering;weekly;writing support;yes;18.3;5.2;83.3;84.8;79.0;3.67
2024;male;undergraduate;computer science;weekly;concept explanation;no;13.1;3.8;87.29;77.7;74.2;3.31
2023;female;undergraduate;engineering;daily;other;yes;16.5;8.6;91.8;100.0;86.2;3.69
2025;female;undergraduate;computer science;daily;coding help;yes;6.3;8.5;83.3;72.2;79.7;3.48
2023;male;undergraduate;education;weekly;coding help;yes;20.1;2.9;100.0;84.1;91.2;3.84
2023;male;undergraduate;engineering;weekly;coding help;yes;16.8;5.9;96.3;85.6;90.5;4.0
2024;female;undergraduate;social sciences;daily;concept explanation;yes;16.9;5.4;87.6;69.8;76.7;3.53
2023;female;undergraduate;arts humanities;rarely;writing support;no;23.1;2.8;88.5;100.0;88.2;3.81
2024;male;undergraduate;engineering;daily;concept explanation;yes;15.9;8.2;77.8;91.7;86.8;4.0
2025;male;undergraduate;social sciences;daily;writing support;no;12.8;8.2;85.6;83.5;79.4;3.48
2024;female;undergraduate;computer science;weekly;translation;yes;15.1;3.4;72.0;74.4;68.0;3.09
2024;female;undergraduate;engineering;weekly;concept explanation;yes;13.1;4.2;93.4;76.9;96.8;3.85
2025;male;undergraduate;engineering;daily;studying/flashcards;yes;24.6;8.7;83.7;89.0;87.8;3.98
2025;female;undergraduate;business;daily;writing support;yes;17.1;5.1;85.9;81.1;93.9;3.65
2023;nonbinary/other;undergraduate;health sciences;weekly;concept explanation;no;30.5;4.1;89.9;94.4;100.0;4.0
2023;male;masters;engineering;daily;concept explanation;yes;18.3;7.9;92.3;92.2;89.1;3.78
2023;female;masters;engineering;rarely;writing support;yes;21.5;3.1;88.6;100.0;78.3;3.64
2023;female;undergraduate;health sciences;rarely;research/reading;yes;18.0;2.2;89.2;77.9;84.6;3.54
2024;female;masters;education;weekly;concept explanation;no;26.8;3.5;91.8;93.6;100.0;4.0
2025;female;undergraduate;computer science;never;studying/flashcards;yes;14.1;2.5;85.6;93.5;92.1;3.95
2023;female;masters;business;rarely;writing support;no;18.5;2.3;85.8;90.0;88.7;3.88
2024;female;phd;social sciences;weekly;concept explanation;no;29.4;2.6;93.6;91.1;100.0;4.0
2024;female;undergraduate;engineering;daily;studying/flashcards;yes;12.4;8.4;89.4;77.6;84.0;3.8
2024;male;undergraduate;engineering;daily;coding help;yes;16.7;7.9;83.2;79.1;75.1;3.53
2025;female;masters;engineering;weekly;translation;no;24.2;3.3;99.8;100.0;100.0;4.0
2023;male;masters;business;daily;studying/flashcards;no;33.6;5.4;91.4;90.9;100.0;4.0
2024;male;masters;business;weekly;writing support;no;31.1;8.7;89.2;85.4;93.6;4.0
2024;male;phd;business;weekly;translation;yes;23.0;2.9;100.0;86.3;81.3;3.81
2025;female;undergraduate;social sciences;weekly;research/reading;no;14.7;2.5;99.6;79.0;78.2;3.58
2024;female;masters;health sciences;weekly;writing support;yes;26.4;4.8;84.5;83.8;84.9;3.78
2025;male;undergraduate;engineering;daily;writing support;yes;19.4;6.2;71.2;74.2;82.6;3.65
2025;female;masters;computer science;daily;writing support;yes;15.1;5.6;89.3;96.3;85.6;3.76
2023;male;masters;education;weekly;concept explanation;yes;23.8;2.9;75.6;74.1;93.0;3.93
2024;female;undergraduate;health sciences;weekly;research/reading;yes;17.2;3.9;87.6;75.9;79.3;3.34
2024;male;undergraduate;health sciences;daily;other;no;13.6;6.6;89.1;89.0;90.3;3.82
2023;male;masters;business;weekly;writing support;no;27.5;4.6;85.6;88.2;100.0;3.81
2024;male;undergraduate;business;weekly;coding help;no;19.6;4.3;87.4;83.5;100.0;4.0
2023;male;undergraduate;social sciences;rarely;coding help;no;25.3;1.3;81.9;79.6;90.6;3.83
2025;male;undergraduate;social sciences;daily;writing support;no;16.1;6.1;78.1;78.5;81.9;3.6
2025;female;undergraduate;arts humanities;weekly;studying/flashcards;no;6.5;1.4;79.1;83.1;68.0;3.37
2024;female;masters;social sciences;weekly;research/reading;no;21.7;4.6;85.8;83.9;87.1;3.79
2023;male;undergraduate;arts humanities;daily;research/reading;no;26.5;8.1;83.5;85.6;96.2;4.0
2025;male;undergraduate;social sciences;weekly;translation;yes;25.0;2.9;87.6;100.0;100.0;4.0
2023;male;undergraduate;health sciences;weekly;coding help;no;26.6;0.8;86.8;89.9;90.1;3.78
2023;male;undergraduate;social sciences;weekly;concept explanation;yes;12.8;5.2;88.6;81.3;81.2;3.47
2023;female;undergraduate;engineering;weekly;concept explanation;no;19.1;3.2;90.5;82.4;90.8;3.98
2024;female;undergraduate;engineering;rarely;translation;yes;23.7;2.3;99.7;96.8;100.0;4.0
2024;male;undergraduate;education;daily;concept explanation;yes;9.3;5.9;94.7;80.3;75.5;3.51
2023;male;undergraduate;arts humanities;daily;concept explanation;yes;16.7;6.9;89.7;87.8;93.9;3.98
2023;female;undergraduate;health sciences;daily;coding help;yes;13.3;8.1;91.7;90.5;80.7;3.68
2024;female;undergraduate;business;weekly;concept explanation;yes;18.89;3.4;72.6;71.5;76.6;3.33
2025;female;undergraduate;engineering;weekly;other;yes;20.6;4.9;100.0;88.8;86.3;3.65
2024;female;undergraduate;computer science;weekly;studying/flashcards;yes;17.2;3.2;71.5;83.9;68.3;3.12
2025;male;undergraduate;social sciences;weekly;studying/flashcards;no;26.7;2.7;87.5;90.5;100.0;4.0
2024;female;undergraduate;social sciences;weekly;coding help;yes;18.4;2.2;83.8;82.8;77.3;3.41
2024;female;masters;health sciences;weekly;studying/flashcards;no;19.4;3.4;100.0;81.9;100.0;3.98
2023;male;undergraduate;arts humanities;never;concept explanation;yes;19.6;4.0;81.8;86.3;78.6;3.51
2025;male;undergraduate;social sciences;weekly;writing support;no;27.3;3.5;85.9;94.7;87.8;4.0
2024;male;undergraduate;health sciences;daily;writing support;yes;9.5;6.3;92.2;66.9;64.5;3.09
2025;nonbinary/other;masters;business;weekly;writing support;yes;18.6;3.7;87.5;93.9;86.7;3.63
2025;female;undergraduate;engineering;daily;research/reading;yes;9.5;9.5;97.2;80.5;89.0;3.58
2024;female;undergraduate;computer science;weekly;coding help;yes;21.5;4.9;100.0;83.1;83.1;3.42
2025;female;undergraduate;social sciences;weekly;coding help;no;14.1;4.6;76.7;84.6;72.7;3.31
2024;female;masters;social sciences;weekly;writing support;no;15.3;3.5;84.7;87.2;86.0;3.63
2025;male;masters;engineering;weekly;concept explanation;no;18.8;4.7;90.4;80.9;91.6;3.94
2024;female;undergraduate;computer science;daily;research/reading;yes;17.3;5.7;81.1;86.3;85.7;3.65
2023;male;masters;engineering;never;concept explanation;yes;23.6;1.7;91.5;92.6;94.2;4.0
2023;male;phd;health sciences;weekly;concept explanation;no;31.6;3.2;92.8;99.3;100.0;4.0
2024;female;undergraduate;social sciences;daily;coding help;yes;3.4;9.3;92.2;63.3;77.0;3.14
2025;male;undergraduate;computer science;weekly;concept explanation;yes;18.4;3.5;83.2;85.4;98.7;3.95
2024;male;undergraduate;social sciences;daily;translation;yes;11.8;7.7;90.8;87.0;79.4;3.56
2025;female;masters;social sciences;weekly;studying/flashcards;no;34.4;3.1;79.9;89.8;99.3;4.0
2024;female;undergraduate;social sciences;weekly;writing support;no;28.4;1.4;86.4;91.2;100.0;3.84
2024;male;undergraduate;engineering;weekly;writing support;yes;17.6;5.6;91.2;93.5;88.4;3.81
2024;male;undergraduate;computer science;daily;coding help;yes;19.7;8.8;87.0;90.6;87.5;3.69
2025;female;undergraduate;social sciences;daily;studying/flashcards;yes;4.2;8.7;89.4;86.01;64.1;3.74
2024;female;masters;engineering;never;writing support;yes;23.0;3.2;80.8;91.3;85.4;3.89
2025;male;undergraduate;business;weekly;concept explanation;no;21.3;6.7;74.3;69.9;100.0;4.0
2024;female;undergraduate;engineering;daily;research/reading;yes;23.6;7.8;87.6;94.3;86.5;3.55
2024;female;undergraduate;engineering;weekly;coding help;yes;15.9;5.1;82.0;97.0;83.7;3.85
2023;male;masters;social sciences;weekly;concept explanation;no;26.0;2.5;93.5;88.2;97.7;3.98
2023;female;undergraduate;arts humanities;daily;coding help;yes;22.9;5.7;78.0;86.1;100.0;4.0
2025;male;undergraduate;business;rarely;concept explanation;yes;34.6;1.0;87.5;97.3;100.0;4.0
2025;female;masters;engineering;daily;coding help;no;13.5;9.5;89.1;87.2;84.7;3.65
2024;nonbinary/other;undergraduate;arts humanities;daily;concept explanation;no;22.7;6.5;76.3;91.4;90.5;3.92
2024;female;undergraduate;business;weekly;concept explanation;yes;7.0;1.7;84.4;77.2;64.0;3.15
2025;female;undergraduate;computer science;daily;research/reading;yes;11.6;11.0;88.2;100.0;76.7;3.4
2024;female;masters;engineering;weekly;concept explanation;yes;22.6;4.0;99.3;100.0;96.6;4.0
2025;male;undergraduate;social sciences;weekly;other;no;19.2;2.4;96.8;75.5;100.0;3.92
2025;male;undergraduate;social sciences;weekly;studying/flashcards;no;21.9;3.3;79.4;88.7;92.4;3.78
2025;male;undergraduate;business;daily;translation;yes;28.3;5.5;91.5;97.8;92.1;4.0
2025;female;undergraduate;social sciences;weekly;studying/flashcards;yes;17.6;1.1;90.6;70.8;84.2;3.72
2025;female;masters;health sciences;daily;research/reading;no;18.89;2.2;97.2;100.0;100.0;4.0
2025;female;undergraduate;engineering;weekly;research/reading;no;11.5;7.6;79.9;84.1;80.3;3.37
2023;male;undergraduate;education;weekly;writing support;yes;11.7;3.3;85.0;71.8;82.2;3.53
2024;male;undergraduate;arts humanities;weekly;research/reading;yes;14.8;6.0;82.8;81.1;79.4;3.66
2025;female;masters;social sciences;weekly;writing support;no;17.2;2.4;96.3;82.5;95.3;3.91
2023;female;undergraduate;social sciences;daily;concept explanation;no;7.2;6.6;88.7;87.1;77.8;3.6
2024;female;undergraduate;social sciences;daily;concept explanation;yes;12.1;8.5;85.3;85.9;87.0;3.97
2024;male;undergraduate;health sciences;daily;concept explanation;yes;17.7;5.7;98.4;96.9;100.0;4.0
2023;female;undergraduate;education;weekly;coding help;yes;22.7;1.9;81.8;91.4;80.5;3.59
2025;nonbinary/other;masters;health sciences;daily;coding help;yes;20.9;4.1;98.3;78.4;81.4;3.44
2023;female;phd;health sciences;weekly;studying/flashcards;yes;18.4;1.5;92.7;86.7;91.4;3.93
2023;male;undergraduate;health sciences;daily;concept explanation;no;24.6;6.6;81.0;77.3;95.7;3.83
2025;female;undergraduate;engineering;weekly;concept explanation;yes;14.5;3.9;95.2;80.3;100.0;4.0
2024;male;undergraduate;education;never;studying/flashcards;yes;18.3;1.6;86.1;84.4;92.6;3.68
2023;female;undergraduate;social sciences;weekly;studying/flashcards;no;15.6;0.9;83.3;84.2;80.9;3.54
2023;female;undergraduate;computer science;daily;other;yes;23.5;9.8;81.0;82.3;100.0;3.99
2025;male;undergraduate;engineering;never;writing support;yes;15.8;2.4;100.0;95.3;94.3;4.0
2024;male;undergraduate;health sciences;daily;writing support;yes;14.2;7.2;91.7;91.3;88.1;3.87
2023;male;undergraduate;computer science;weekly;writing support;yes;20.7;4.3;87.3;83.9;100.0;4.0
2023;female;undergraduate;computer science;daily;writing support;yes;11.1;7.2;97.7;90.5;84.3;3.56
2025;female;undergraduate;social sciences;daily;concept explanation;no;15.5;6.7;89.3;90.2;95.3;3.94
2024;female;masters;engineering;weekly;studying/flashcards;yes;15.3;4.0;87.7;89.9;78.7;3.49
2024;female;undergraduate;arts humanities;daily;research/reading;no;15.6;9.4;80.4;76.9;96.2;4.0
2025;female;phd;engineering;daily;translation;no;30.0;9.8;91.3;90.2;96.5;3.95
2025;male;undergraduate;education;daily;coding help;no;19.3;3.5;85.6;67.4;89.7;3.87
2023;female;undergraduate;computer science;rarely;studying/flashcards;no;11.2;4.6;85.0;70.3;84.0;3.61
2025;female;undergraduate;engineering;never;studying/flashcards;no;12.9;1.8;74.3;71.6;84.1;3.52
2025;male;masters;health sciences;weekly;writing support;no;32.2;2.9;89.4;94.7;98.9;4.0
2024;female;phd;arts humanities;weekly;translation;no;21.6;2.5;89.4;76.7;88.0;3.84
2023;female;undergraduate;computer science;daily;research/reading;yes;9.9;8.0;85.3;98.5;83.2;3.67
2025;female;undergraduate;arts humanities;daily;concept explanation;yes;25.5;7.6;87.5;100.0;100.0;4.0
2024;male;masters;social sciences;weekly;translation;yes;22.3;3.6;82.1;83.2;99.1;3.97
2024;female;undergraduate;business;daily;research/reading;yes;15.4;7.9;86.9;87.0;88.6;3.78
2023;female;masters;computer science;weekly;concept explanation;yes;30.6;5.8;83.5;90.0;100.0;3.94
2023;male;undergraduate;engineering;weekly;research/reading;yes;14.9;4.4;84.5;95.2;70.1;3.42
2024;female;masters;engineering;daily;writing support;no;14.7;9.2;83.9;89.0;81.3;3.61
2025;male;undergraduate;business;weekly;other;yes;25.0;3.6;75.2;85.9;95.5;3.96
2024;female;undergraduate;social sciences;daily;studying/flashcards;no;25.3;7.0;93.2;82.0;89.0;4.0
2023;female;undergraduate;social sciences;rarely;translation;no;23.4;0.0;88.9;86.4;100.0;3.76
2025;female;masters;computer science;weekly;research/reading;yes;25.0;2.9;89.7;93.5;97.3;3.95
2025;male;undergraduate;social sciences;daily;studying/flashcards;yes;24.6;4.1;88.4;89.3;93.3;4.0
2024;male;undergraduate;engineering;daily;concept explanation;yes;16.2;6.4;91.9;84.9;97.2;4.0
2023;male;undergraduate;engineering;weekly;concept explanation;no;17.5;4.0;76.3;90.7;89.1;3.73
2023;male;undergraduate;education;weekly;writing support;yes;24.1;3.6;82.6;83.3;80.9;3.68
2024;male;undergraduate;social sciences;rarely;concept explanation;no;30.2;0.0;79.2;86.6;100.0;4.0
2023;female;undergraduate;business;rarely;studying/flashcards;yes;27.3;1.1;93.6;93.0;96.1;4.0
2023;female;masters;engineering;weekly;studying/flashcards;yes;26.3;4.4;87.8;86.7;85.7;3.75
2025;female;undergraduate;arts humanities;daily;other;yes;30.1;4.5;87.29;83.8;99.1;4.0
2023;female;undergraduate;engineering;daily;concept explanation;no;7.7;6.0;85.8;76.2;77.1;3.21
2024;female;masters;social sciences;weekly;research/reading;yes;16.1;3.3;90.8;88.2;78.9;3.41
2023;female;undergraduate;engineering;rarely;studying/flashcards;yes;21.2;0.1;85.3;83.9;91.4;4.0
2023;female;masters;engineering;rarely;concept explanation;no;18.65;1.4;100.0;82.2;91.9;3.95
2025;nonbinary/other;undergraduate;business;daily;concept explanation;no;13.6;6.3;77.6;78.3;84.4;3.7
2025;male;masters;business;daily;coding help;no;23.0;6.0;86.3;88.6;91.4;4.0
2024;male;undergraduate;engineering;daily;research/reading;yes;10.5;5.9;100.0;96.6;73.2;3.5
2025;female;undergraduate;computer science;daily;writing support;yes;19.1;7.9;89.3;94.2;94.0;4.0
2023;male;phd;computer science;rarely;writing support;yes;31.3;1.1;96.2;100.0;100.0;4.0
2025;female;undergraduate;engineering;daily;other;yes;16.0;4.5;85.2;87.3;82.7;3.66
2024;male;undergraduate;business;weekly;research/reading;no;13.3;3.4;85.4;82.8;83.1;3.62
2025;male;undergraduate;health sciences;daily;concept explanation;yes;16.0;7.5;86.7;76.9;87.5;3.82
2025;male;undergraduate;engineering;daily;writing support;yes;13.3;9.2;88.4;73.0;91.3;3.79
2023;female;undergraduate;health sciences;rarely;translation;yes;30.8;2.6;70.9;85.5;95.1;3.98
2023;male;masters;health sciences;weekly;writing support;yes;28.0;2.3;86.2;82.9;96.7;3.96
2023;female;undergraduate;education;daily;other;yes;10.2;7.3;81.6;90.0;76.4;3.5
2024;female;undergraduate;health sciences;daily;other;yes;21.1;6.7;92.2;94.9;78.8;3.57
2023;male;masters;business;weekly;coding help;yes;17.0;3.5;89.0;82.4;82.0;3.5
2023;female;undergraduate;engineering;weekly;writing support;no;5.5;5.8;81.4;98.9;67.9;3.31
2025;female;undergraduate;business;daily;research/reading;yes;14.2;7.7;85.6;81.4;68.7;3.11
2023;male;undergraduate;business;weekly;concept explanation;yes;12.5;4.5;86.4;79.7;71.6;3.0
2023;male;undergraduate;engineering;rarely;research/reading;no;23.6;1.3;88.0;91.9;100.0;4.0
2025;female;undergraduate;arts humanities;rarely;concept explanation;no;17.6;0.3;84.4;91.0;80.1;3.79
2023;female;undergraduate;computer science;weekly;writing support;yes;17.2;6.4;81.3;70.2;87.3;3.81
2024;male;undergraduate;arts humanities;weekly;writing support;no;18.9;2.7;86.5;81.1;88.6;3.63
2025;male;undergraduate;engineering;daily;research/reading;no;21.5;7.7;80.8;85.4;100.0;3.88
2024;female;undergraduate;engineering;weekly;writing support;no;22.8;7.9;92.3;91.8;89.7;3.92
2023;female;undergraduate;business;daily;concept explanation;no;20.0;8.8;76.8;83.7;100.0;4.0
2023;female;undergraduate;health sciences;weekly;other;yes;14.1;7.3;76.2;84.0;80.9;3.39
2024;female;masters;computer science;weekly;writing support;yes;16.4;6.3;83.3;67.3;85.4;3.64
2025;male;undergraduate;business;weekly;research/reading;yes;16.4;1.8;94.2;92.5;100.0;4.0
2023;female;undergraduate;engineering;daily;research/reading;yes;24.5;8.5;91.6;98.7;100.0;4.0
2025;male;undergraduate;social sciences;weekly;concept explanation;no;25.6;2.2;93.5;97.8;100.0;4.0
2025;female;undergraduate;education;weekly;research/reading;yes;12.6;5.3;98.2;94.6;89.7;3.95
2024;male;undergraduate;computer science;weekly;translation;yes;20.0;3.8;84.2;73.0;94.1;3.71
2023;male;undergraduate;health sciences;never;other;yes;25.0;0.1;90.5;79.5;87.4;3.6
2024;male;undergraduate;business;daily;concept explanation;no;20.5;4.2;94.3;85.7;82.0;3.54
2023;male;undergraduate;engineering;weekly;concept explanation;yes;20.3;4.2;93.7;81.6;100.0;3.89
2023;female;undergraduate;business;rarely;research/reading;yes;26.7;0.0;100.0;92.7;95.4;4.0
2023;male;undergraduate;social sciences;weekly;coding help;yes;10.4;2.5;91.6;84.1;76.0;3.53
2025;female;undergraduate;social sciences;daily;translation;no;9.1;6.1;85.5;82.8;71.3;3.47
2023;male;undergraduate;computer science;weekly;concept explanation;yes;18.65;3.6;85.4;97.1;100.0;4.0
2025;female;undergraduate;education;daily;writing support;yes;15.1;9.0;87.1;96.9;78.4;3.37
2024;male;undergraduate;computer science;weekly;concept explanation;yes;18.9;4.1;70.2;85.0;78.3;3.58
2025;male;undergraduate;engineering;weekly;studying/flashcards;yes;23.2;6.5;84.7;82.9;85.9;3.62
2023;male;undergraduate;social sciences;weekly;coding help;yes;24.7;2.3;93.0;91.3;96.1;4.0
2024;female;undergraduate;health sciences;daily;research/reading;yes;14.4;3.6;89.7;72.3;82.3;3.35
2023;male;undergraduate;computer science;weekly;studying/flashcards;yes;20.8;0.3;88.7;73.8;90.6;3.57
2025;female;undergraduate;education;weekly;research/reading;yes;12.9;5.0;100.0;83.0;79.5;3.68
2025;male;undergraduate;engineering;weekly;other;yes;11.4;3.9;89.4;87.8;87.0;3.82
2024;nonbinary/other;masters;computer science;weekly;writing support;no;25.5;4.2;87.8;91.1;100.0;4.0
2023;male;undergraduate;computer science;weekly;coding help;no;16.3;5.7;80.5;84.0;66.7;3.28
2024;female;phd;health sciences;daily;concept explanation;yes;23.6;7.2;96.6;99.8;89.2;3.78
2023;male;masters;arts humanities;weekly;concept explanation;yes;18.5;3.6;81.9;85.9;77.9;3.51
2023;female;undergraduate;health sciences;rarely;writing support;yes;17.2;3.2;92.7;89.8;97.5;3.81
2023;male;undergraduate;engineering;weekly;writing support;no;19.2;3.4;86.4;95.0;97.6;4.0
2023;female;undergraduate;health sciences;daily;writing support;yes;19.4;7.3;83.6;68.8;83.9;3.56
2025;male;undergraduate;education;rarely;research/reading;yes;18.4;0.1;88.8;87.8;95.9;3.96
2023;male;masters;computer science;rarely;coding help;yes;21.0;2.0;83.2;96.8;78.2;3.58
2023;nonbinary/other;undergraduate;computer science;weekly;studying/flashcards;yes;9.8;4.7;86.0;94.6;71.1;3.63
2024;male;phd;education;weekly;coding help;yes;18.1;2.9;86.8;84.8;94.0;3.89
2024;male;undergraduate;computer science;weekly;research/reading;yes;21.1;2.9;91.7;89.3;80.8;3.72
2024;male;undergraduate;business;daily;concept explanation;no;10.4;5.9;96.5;82.7;78.1;3.43
2025;male;undergraduate;engineering;daily;research/reading;yes;22.6;6.8;83.8;72.8;91.8;3.81
2023;female;masters;arts humanities;never;writing support;yes;19.2;0.0;98.0;98.0;78.8;3.67
2023;male;undergraduate;health sciences;weekly;concept explanation;yes;14.6;3.0;76.6;74.2;75.3;3.43
2023;male;undergraduate;computer science;daily;studying/flashcards;no;29.3;4.5;78.4;82.4;100.0;4.0
2024;male;undergraduate;arts humanities;daily;writing support;no;14.2;4.2;73.4;87.4;72.5;3.35
2025;male;undergraduate;business;daily;writing support;yes;19.9;4.7;89.4;80.2;89.4;3.8
2024;female;undergraduate;social sciences;daily;concept explanation;no;15.4;4.4;86.4;87.5;75.2;3.63
2023;female;undergraduate;business;rarely;other;no;14.6;2.3;81.7;77.3;79.9;3.38
2025;male;masters;business;weekly;translation;yes;16.5;2.8;85.9;92.9;84.9;3.78
2023;female;masters;engineering;weekly;concept explanation;yes;29.2;5.9;83.5;97.1;100.0;4.0
2023;female;undergraduate;engineering;never;other;yes;11.2;1.4;81.3;74.3;70.8;3.27
2023;female;undergraduate;health sciences;rarely;concept explanation;yes;14.8;0.0;86.6;68.1;74.7;3.37
2025;female;undergraduate;social sciences;weekly;studying/flashcards;no;20.2;4.3;84.5;79.5;96.7;4.0
2024;male;phd;computer science;weekly;translation;no;27.5;1.4;93.9;88.4;100.0;4.0
2024;male;undergraduate;business;weekly;studying/flashcards;no;12.9;5.6;100.0;100.0;100.0;4.0
2023;female;undergraduate;arts humanities;rarely;studying/flashcards;no;8.8;0.0;85.3;81.6;70.0;3.38
2024;female;undergraduate;engineering;daily;research/reading;yes;19.2;5.8;97.5;100.0;100.0;4.0
2025;male;undergraduate;social sciences;never;other;yes;20.8;0.3;87.6;85.8;86.6;3.75
2024;female;undergraduate;engineering;weekly;research/reading;yes;18.6;5.5;91.5;77.1;94.0;3.85
2025;male;undergraduate;education;daily;coding help;yes;14.4;11.0;86.4;98.0;84.4;3.73
2023;male;undergraduate;engineering;weekly;research/reading;yes;15.4;7.5;77.1;69.8;88.2;3.82
2024;male;undergraduate;education;weekly;writing support;no;24.4;3.3;94.3;91.0;100.0;3.96
2023;female;undergraduate;education;never;research/reading;yes;12.3;0.0;92.8;74.6;88.6;3.63
2025;female;undergraduate;computer science;daily;coding help;yes;5.8;5.7;99.4;86.1;68.4;3.12
2023;male;masters;social sciences;weekly;studying/flashcards;yes;13.6;3.1;87.7;89.5;87.3;3.91
2025;female;undergraduate;engineering;daily;coding help;yes;24.9;8.4;84.6;100.0;98.4;4.0
2023;female;undergraduate;business;never;writing support;yes;25.8;1.5;92.1;85.8;100.0;4.0
2025;female;undergraduate;engineering;daily;studying/flashcards;yes;14.9;7.8;77.7;79.1;76.1;3.27
2025;female;undergraduate;arts humanities;daily;writing support;no;19.8;8.4;94.3;88.8;84.0;3.69
2023;nonbinary/other;undergraduate;health sciences;daily;coding help;no;16.5;7.9;90.2;91.4;95.4;4.0
2025;female;undergraduate;computer science;daily;research/reading;no;21.3;6.6;80.8;98.3;100.0;4.0
2023;female;undergraduate;health sciences;rarely;research/reading;no;21.0;0.4;97.3;92.4;92.9;3.97
2024;female;undergraduate;education;weekly;writing support;no;26.9;1.9;88.5;89.2;95.0;4.0
2023;male;undergraduate;computer science;never;studying/flashcards;no;21.1;2.4;88.1;91.8;79.4;3.57
2025;female;undergraduate;arts humanities;weekly;concept explanation;yes;18.0;0.0;84.7;80.4;92.0;3.73
2024;female;undergraduate;social sciences;weekly;writing support;yes;9.9;3.8;85.1;73.4;78.2;3.42
2024;male;undergraduate;engineering;daily;studying/flashcards;yes;29.1;8.3;76.5;92.9;100.0;4.0
2024;female;undergraduate;business;weekly;coding help;yes;22.7;3.4;94.0;81.1;100.0;3.98
2025;male;undergraduate;social sciences;daily;research/reading;no;16.6;4.2;81.2;77.2;68.8;3.04
2025;female;masters;computer science;weekly;coding help;no;16.1;5.5;89.3;89.0;88.8;3.67
2024;female;undergraduate;education;weekly;writing support;yes;31.0;3.1;82.2;94.1;93.9;4.0
2024;male;undergraduate;health sciences;weekly;concept explanation;yes;9.3;5.3;97.5;96.1;87.9;3.74
